1e-16,3.311131e-17,3.73252e-20
2e-16,3.3045075e-17,1.03594846e-19
3e-16,3.294599e-17,2.027241e-19
4e-16,3.2814387e-17,3.343865e-19
5e-16,3.2650708e-17,4.981439e-19
6.000000000000001e-16,3.2455493e-17,6.934513e-19
7.000000000000001e-16,3.22294e-17,9.196591e-19
8.000000000000002e-16,3.197316e-17,1.176015e-18
9.000000000000002e-16,3.1687645e-17,1.4616663e-18
1.0000000000000003e-15,3.13738e-17,1.7756635e-18
1.1000000000000003e-15,3.1032667e-17,2.1169632e-18
1.2000000000000004e-15,3.0665375e-17,2.4844312e-18
1.3000000000000004e-15,3.027315e-17,2.8768463e-18
1.4000000000000005e-15,2.985729e-17,3.2929057e-18
1.5000000000000005e-15,2.941918e-17,3.731227e-18
1.6000000000000006e-15,2.8960278e-17,4.1903555e-18
1.7000000000000006e-15,2.84821e-17,4.668766e-18
1.8000000000000005e-15,2.798624e-17,5.164869e-18
1.9000000000000005e-15,2.7474344e-17,5.6770166e-18
2.0000000000000005e-15,2.6948115e-17,6.2035068e-18
2.1000000000000006e-15,2.6409304e-17,6.7425845e-18
2.2000000000000006e-15,2.5859712e-17,7.292454e-18
2.3000000000000007e-15,2.5301167e-17,7.851281e-18
2.4000000000000007e-15,2.4735543e-17,8.417191e-18
2.5000000000000008e-15,2.416475e-17,8.9882835e-18
2.600000000000001e-15,2.3590706e-17,9.562631e-18
2.700000000000001e-15,2.3015364e-17,1.01382804e-17
2.800000000000001e-15,2.2440702e-17,1.0713261e-17
2.900000000000001e-15,2.1868708e-17,1.1285584e-17
3.000000000000001e-15,2.1301395e-17,1.185324e-17
3.100000000000001e-15,2.0740785e-17,1.2414203e-17
3.200000000000001e-15,2.0188933e-17,1.2966425e-17
3.300000000000001e-15,1.9647917e-17,1.3507831e-17
3.4000000000000012e-15,1.9119856e-17,1.4036312e-17
3.5000000000000013e-15,1.860692e-17,1.454971e-17
3.600000000000001e-15,1.8111346e-17,1.5045797e-17
3.700000000000001e-15,1.7635467e-17,1.552225e-17
3.800000000000001e-15,1.7181769e-17,1.5976616e-17
3.900000000000001e-15,1.6752909e-17,1.6406259e-17
4.000000000000001e-15,1.6351822e-17,1.6808289e-17
4.100000000000001e-15,1.5981798e-17,1.7179471e-17
4.200000000000001e-15,1.5646628e-17,1.7516094e-17
4.300000000000001e-15,1.5350763e-17,1.7813798e-17
4.400000000000001e-15,1.5099552e-17,1.8067373e-17
4.500000000000001e-15,1.4899477e-17,1.8270484e-17
