1e-16,0,0.0001946096,-1.3455506e-08
1e-16,1,1.8998053,-1.3455502e-08
1e-16,2,-0.6195192,0.0
1e-16,3,-0.6195191,1.5588017
1e-16,4,-0.6195191,-1.5588015
1e-16,5,2.519519,0.0
1e-16,6,2.519519,1.5588017
1e-16,7,2.519519,-1.5588015
2e-16,0,0.00066164933,-4.3051806e-08
2e-16,1,1.8993382,-4.3059355e-08
2e-16,2,-0.6183654,3.1097072e-12
2e-16,3,-0.61836517,1.5559269
2e-16,4,-0.61836505,-1.5559263
2e-16,5,2.5183651,3.1097087e-12
2e-16,6,2.5183651,1.5559269
2e-16,7,2.518365,-1.5559263
3e-16,0,0.0013621318,-7.8550535e-08
3e-16,1,1.8986378,-7.856004e-08
3e-16,2,-0.6166352,5.355199e-11
3e-16,3,-0.61663485,1.5516179
3e-16,4,-0.61663455,-1.5516169
3e-16,5,2.516635,5.354825e-11
3e-16,6,2.516635,1.5516179
3e-16,7,2.5166345,-1.5516169
4e-16,0,0.0022959549,-1.0809245e-07
4e-16,1,1.8977039,-1.0809896e-07
4e-16,2,-0.61432934,2.0680407e-10
4e-16,3,-0.6143288,1.5458785
4e-16,4,-0.6143283,-1.5458772
4e-16,5,2.5143292,2.067904e-10
4e-16,6,2.514329,1.5458785
4e-16,7,2.5143282,-1.5458772
5e-16,0,0.0034629826,-1.1590233e-07
5e-16,1,1.8965368,-1.1591623e-07
5e-16,2,-0.6114486,4.99806e-10
5e-16,3,-0.61144805,1.5387144
5e-16,4,-0.6114476,-1.5387131
5e-16,5,2.5114486,4.99778e-10
5e-16,6,2.5114481,1.5387144
5e-16,7,2.5114474,-1.5387131
6.000000000000001e-16,0,0.0048630447,-8.2102375e-08
6.000000000000001e-16,1,1.8951367,-8.2126014e-08
6.000000000000001e-16,2,-0.6079941,9.1813057e-10
6.000000000000001e-16,3,-0.6079938,1.5301322
6.000000000000001e-16,4,-0.6079934,-1.5301312
6.000000000000001e-16,5,2.5079944,9.180812e-10
6.000000000000001e-16,6,2.507994,1.5301322
6.000000000000001e-16,7,2.5079935,-1.5301312
7.000000000000001e-16,0,0.0064959344,1.7466707e-08
7.000000000000001e-16,1,1.8935038,1.7435504e-08
7.000000000000001e-16,2,-0.60396713,1.4337578e-09
7.000000000000001e-16,3,-0.6039673,1.5201399
7.000000000000001e-16,4,-0.6039674,-1.52014
7.000000000000001e-16,5,2.5039675,1.4336734e-09
7.000000000000001e-16,6,2.5039675,1.5201399
7.000000000000001e-16,7,2.5039675,-1.52014
8.000000000000002e-16,0,0.008361409,2.1139542e-07
8.000000000000002e-16,1,1.8916383,2.1135537e-07
8.000000000000002e-16,2,-0.59936917,1.9615587e-09
8.000000000000002e-16,3,-0.59937024,1.5087469
8.000000000000002e-16,4,-0.5993713,-1.5087494
8.000000000000002e-16,5,2.4993696,1.961421e-09
8.000000000000002e-16,6,2.4993706,1.5087469
8.000000000000002e-16,7,2.4993715,-1.5087494
9.000000000000002e-16,0,0.010459188,5.328873e-07
9.000000000000002e-16,1,1.8895406,5.328466e-07
9.000000000000002e-16,2,-0.5942019,2.2367432e-09
9.000000000000002e-16,3,-0.59420455,1.4959639
9.000000000000002e-16,4,-0.59420717,-1.4959701
9.000000000000002e-16,5,2.4942024,2.2365292e-09
9.000000000000002e-16,6,2.4942048,1.4959639
9.000000000000002e-16,7,2.4942074,-1.4959701
1.0000000000000003e-15,0,0.012788953,1.0200349e-06
1.0000000000000003e-15,1,1.8872108,1.0199885e-06
1.0000000000000003e-15,2,-0.58846724,1.8592596e-09
1.0000000000000003e-15,3,-0.58847225,1.481803
1.0000000000000003e-15,4,-0.5884772,-1.4818151
1.0000000000000003e-15,5,2.4884677,1.8589454e-09
1.0000000000000003e-15,6,2.4884725,1.481803
1.0000000000000003e-15,7,2.4884772,-1.4818151
